mixture_ID,speaker_1_ID,speaker_1_sex,speaker_2_ID,speaker_2_sex
BAC009S0151W0474_BAC009S0209W0334,S0151,F,S0209,F
BAC009S0018W0391_BAC009S0702W0447,S0018,M,S0702,M
BAC009S0060W0441_BAC009S0141W0332,S0060,M,S0141,F
BAC009S0083W0148_BAC009S0200W0216,S0083,M,S0200,F
BAC009S0154W0202_BAC009S0203W0253,S0154,F,S0203,F
BAC009S0188W0222_BAC009S0059W0239,S0188,F,S0059,M
BAC009S0002W0277_BAC009S0023W0264,S0002,M,S0023,M
BAC009S0067W0158_BAC009S0710W0268,S0067,M,S0710,M
BAC009S0187W0332_BAC009S0079W0255,S0187,F,S0079,M
BAC009S0182W0227_BAC009S0163W0212,S0182,F,S0163,F
BAC009S0196W0314_BAC009S0718W0385,S0196,F,S0718,M
BAC009S0228W0427_BAC009S0206W0468,S0228,F,S0206,F
BAC009S0198W0458_BAC009S0521W0295,S0198,F,S0521,F
BAC009S0158W0439_BAC009S0115W0167,S0158,F,S0115,M
BAC009S0010W0209_BAC009S0003W0363,S0010,M,S0003,M
BAC009S0231W0157_BAC009S0205W0160,S0231,F,S0205,F
BAC009S0516W0141_BAC009S0662W0468,S0516,F,S0662,F
BAC009S0236W0242_BAC009S0177W0266,S0236,F,S0177,F
BAC009S0666W0166_BAC009S0146W0287,S0666,F,S0146,F
BAC009S0063W0151_BAC009S0211W0489,S0063,M,S0211,F
BAC009S0189W0472_BAC009S0037W0486,S0189,F,S0037,M
BAC009S0722W0180_BAC009S0149W0174,S0722,M,S0149,F
BAC009S0101W0282_BAC009S0060W0189,S0101,M,S0060,M
BAC009S0030W0130_BAC009S0249W0373,S0030,M,S0249,M
BAC009S0244W0321_BAC009S0182W0234,S0244,F,S0182,F
BAC009S0081W0190_BAC009S0161W0448,S0081,M,S0161,F
BAC009S0042W0257_BAC009S0204W0453,S0042,M,S0204,F
BAC009S0516W0312_BAC009S0207W0174,S0516,F,S0207,F
BAC009S0144W0304_BAC009S0057W0159,S0144,F,S0057,M
BAC009S0170W0247_BAC009S0235W0420,S0170,F,S0235,F
BAC009S0232W0318_BAC009S0096W0140,S0232,F,S0096,M
BAC009S0231W0257_BAC009S0511W0258,S0231,F,S0511,F
BAC009S0109W0306_BAC009S0713W0147,S0109,M,S0713,M
BAC009S0343W0214_BAC009S0600W0331,S0343,F,S0600,M
BAC009S0599W0421_BAC009S0095W0126,S0599,M,S0095,M
BAC009S0704W0350_BAC009S0116W0206,S0704,M,S0116,M
BAC009S0131W0303_BAC009S0008W0244,S0131,F,S0008,M
BAC009S0167W0377_BAC009S0172W0183,S0167,F,S0172,F
BAC009S0249W0127_BAC009S0179W0459,S0249,M,S0179,F
BAC009S0197W0221_BAC009S0422W0377,S0197,F,S0422,M
BAC009S0358W0346_BAC009S0249W0121,S0358,F,S0249,M
BAC009S0168W0289_BAC009S0211W0325,S0168,F,S0211,F
BAC009S0037W0361_BAC009S0191W0298,S0037,M,S0191,F
BAC009S0659W0326_BAC009S0661W0167,S0659,F,S0661,F
BAC009S0107W0479_BAC009S0243W0387,S0107,M,S0243,F
BAC009S0516W0413_BAC009S0071W0135,S0516,F,S0071,M
BAC009S0026W0192_BAC009S0715W0212,S0026,M,S0715,M
BAC009S0017W0300_BAC009S0137W0423,S0017,M,S0137,F
BAC009S0702W0342_BAC009S0704W0427,S0702,M,S0704,M
BAC009S0180W0340_BAC009S0211W0410,S0180,F,S0211,F
BAC009S0231W0138_BAC009S0228W0405,S0231,F,S0228,F
BAC009S0516W0183_BAC009S0154W0461,S0516,F,S0154,F
BAC009S0198W0178_BAC009S0124W0272,S0198,F,S0124,F
BAC009S0024W0468_BAC009S0016W0490,S0024,M,S0016,M
BAC009S0201W0477_BAC009S0084W0481,S0201,F,S0084,M
BAC009S0206W0327_BAC009S0054W0329,S0206,F,S0054,M
BAC009S0350W0302_BAC009S0335W0378,S0350,F,S0335,F
BAC009S0098W0421_BAC009S0247W0179,S0098,M,S0247,M
BAC009S0225W0445_BAC009S0140W0259,S0225,F,S0140,F
BAC009S0137W0256_BAC009S0351W0454,S0137,F,S0351,F
BAC009S0074W0189_BAC009S0712W0351,S0074,M,S0712,M
BAC009S0139W0249_BAC009S0045W0377,S0139,F,S0045,M
BAC009S0034W0465_BAC009S0513W0401,S0034,M,S0513,F
BAC009S0148W0305_BAC009S0202W0431,S0148,F,S0202,F
BAC009S0230W0266_BAC009S0066W0442,S0230,F,S0066,M
BAC009S0107W0444_BAC009S0518W0486,S0107,M,S0518,F
BAC009S0052W0232_BAC009S0519W0341,S0052,M,S0519,F
BAC009S0706W0201_BAC009S0116W0444,S0706,M,S0116,M
BAC009S0238W0160_BAC009S0144W0398,S0238,F,S0144,F
BAC009S0227W0373_BAC009S0247W0311,S0227,F,S0247,M
BAC009S0145W0284_BAC009S0030W0174,S0145,F,S0030,M
BAC009S0174W0288_BAC009S0022W0133,S0174,F,S0022,M
BAC009S0172W0486_BAC009S0245W0143,S0172,F,S0245,F
BAC009S0073W0184_BAC009S0597W0149,S0073,M,S0597,M
BAC009S0022W0401_BAC009S0176W0443,S0022,M,S0176,F
BAC009S0596W0358_BAC009S0354W0221,S0596,M,S0354,F
BAC009S0211W0133_BAC009S0214W0368,S0211,F,S0214,F
BAC009S0134W0446_BAC009S0170W0340,S0134,F,S0170,F
BAC009S0343W0262_BAC009S0117W0353,S0343,F,S0117,M
BAC009S0176W0469_BAC009S0343W0199,S0176,F,S0343,F
BAC009S0359W0155_BAC009S0173W0283,S0359,F,S0173,F
BAC009S0061W0420_BAC009S0174W0258,S0061,M,S0174,F
BAC009S0662W0451_BAC009S0051W0489,S0662,F,S0051,M
BAC009S0181W0288_BAC009S0519W0249,S0181,F,S0519,F
BAC009S0721W0331_BAC009S0150W0126,S0721,M,S0150,F
BAC009S0522W0367_BAC009S0066W0200,S0522,F,S0066,M
BAC009S0116W0397_BAC009S0053W0167,S0116,M,S0053,M
BAC009S0039W0193_BAC009S0334W0466,S0039,M,S0334,F
BAC009S0067W0376_BAC009S0229W0183,S0067,M,S0229,F
BAC009S0018W0343_BAC009S0189W0356,S0018,M,S0189,F
BAC009S0239W0314_BAC009S0219W0144,S0239,F,S0219,F
BAC009S0339W0179_BAC009S0058W0390,S0339,F,S0058,M
BAC009S0114W0320_BAC009S0662W0280,S0114,M,S0662,F
BAC009S0080W0479_BAC009S0043W0495,S0080,M,S0043,M
BAC009S0232W0418_BAC009S0222W0449,S0232,F,S0222,F
BAC009S0121W0466_BAC009S0152W0378,S0121,M,S0152,F
BAC009S0089W0145_BAC009S0073W0436,S0089,M,S0073,M
BAC009S0714W0257_BAC009S0098W0382,S0714,M,S0098,M
BAC009S0051W0492_BAC009S0349W0433,S0051,M,S0349,F
BAC009S0244W0334_BAC009S0164W0444,S0244,F,S0164,F
BAC009S0152W0488_BAC009S0348W0319,S0152,F,S0348,F
BAC009S0133W0442_BAC009S0174W0424,S0133,F,S0174,F
BAC009S0211W0399_BAC009S0362W0365,S0211,F,S0362,F
BAC009S0050W0378_BAC009S0225W0250,S0050,M,S0225,F
BAC009S0038W0230_BAC009S0045W0409,S0038,M,S0045,M
BAC009S0660W0152_BAC009S0351W0243,S0660,F,S0351,F
BAC009S0717W0136_BAC009S0714W0340,S0717,M,S0714,M
BAC009S0005W0382_BAC009S0237W0491,S0005,M,S0237,F
BAC009S0089W0127_BAC009S0029W0371,S0089,M,S0029,M
BAC009S0361W0187_BAC009S0072W0244,S0361,F,S0072,M
BAC009S0659W0460_BAC009S0015W0492,S0659,F,S0015,M
BAC009S0362W0489_BAC009S0031W0479,S0362,F,S0031,M
BAC009S0659W0222_BAC009S0336W0244,S0659,F,S0336,F
BAC009S0081W0364_BAC009S0060W0308,S0081,M,S0060,M
BAC009S0132W0369_BAC009S0147W0234,S0132,F,S0147,F
BAC009S0154W0165_BAC009S0075W0216,S0154,F,S0075,M
BAC009S0072W0297_BAC009S0220W0311,S0072,M,S0220,F
BAC009S0073W0204_BAC009S0252W0489,S0073,M,S0252,M
BAC009S0111W0375_BAC009S0075W0372,S0111,M,S0075,M
BAC009S0164W0290_BAC009S0422W0135,S0164,F,S0422,M
BAC009S0075W0469_BAC009S0363W0212,S0075,M,S0363,F
BAC009S0020W0286_BAC009S0202W0185,S0020,M,S0202,F
BAC009S0723W0426_BAC009S0076W0257,S0723,M,S0076,M
BAC009S0238W0231_BAC009S0024W0235,S0238,F,S0024,M
BAC009S0362W0435_BAC009S0358W0481,S0362,F,S0358,F
BAC009S0051W0267_BAC009S0422W0222,S0051,M,S0422,M
BAC009S0062W0444_BAC009S0601W0156,S0062,M,S0601,M
BAC009S0336W0340_BAC009S0510W0362,S0336,F,S0510,F
BAC009S0158W0148_BAC009S0163W0324,S0158,F,S0163,F
BAC009S0003W0426_BAC009S0082W0388,S0003,M,S0082,M
BAC009S0017W0440_BAC009S0509W0432,S0017,M,S0509,F
BAC009S0157W0386_BAC009S0719W0171,S0157,F,S0719,M
BAC009S0102W0152_BAC009S0162W0452,S0102,M,S0162,F
BAC009S0137W0188_BAC009S0058W0329,S0137,F,S0058,M
BAC009S0171W0439_BAC009S0007W0404,S0171,F,S0007,M
BAC009S0110W0201_BAC009S0004W0387,S0110,M,S0004,M
BAC009S0099W0459_BAC009S0354W0422,S0099,M,S0354,F
BAC009S0240W0454_BAC009S0093W0190,S0240,F,S0093,M
BAC009S0121W0136_BAC009S0340W0286,S0121,M,S0340,F
BAC009S0019W0467_BAC009S0134W0336,S0019,M,S0134,F
BAC009S0104W0346_BAC009S0191W0483,S0104,M,S0191,F
BAC009S0167W0462_BAC009S0026W0438,S0167,F,S0026,M
BAC009S0350W0165_BAC009S0707W0295,S0350,F,S0707,M
BAC009S0042W0134_BAC009S0716W0294,S0042,M,S0716,M
BAC009S0060W0167_BAC009S0133W0139,S0060,M,S0133,F
BAC009S0361W0485_BAC009S0156W0447,S0361,F,S0156,F
BAC009S0061W0167_BAC009S0094W0393,S0061,M,S0094,M
BAC009S0723W0423_BAC009S0194W0192,S0723,M,S0194,F
BAC009S0658W0129_BAC009S0089W0479,S0658,F,S0089,M
BAC009S0148W0370_BAC009S0360W0440,S0148,F,S0360,F
BAC009S0032W0395_BAC009S0237W0316,S0032,M,S0237,F
BAC009S0655W0352_BAC009S0103W0369,S0655,F,S0103,M
BAC009S0049W0261_BAC009S0028W0202,S0049,M,S0028,M
BAC009S0246W0144_BAC009S0091W0364,S0246,M,S0091,M
BAC009S0156W0341_BAC009S0149W0321,S0156,F,S0149,F
BAC009S0169W0310_BAC009S0214W0351,S0169,F,S0214,F
BAC009S0421W0494_BAC009S0060W0253,S0421,M,S0060,M
BAC009S0336W0155_BAC009S0083W0143,S0336,F,S0083,M
BAC009S0701W0244_BAC009S0120W0263,S0701,M,S0120,M
BAC009S0118W0134_BAC009S0354W0455,S0118,M,S0354,F
BAC009S0248W0347_BAC009S0661W0401,S0248,M,S0661,F
BAC009S0708W0468_BAC009S0224W0129,S0708,M,S0224,F
BAC009S0108W0161_BAC009S0147W0179,S0108,M,S0147,F
BAC009S0120W0476_BAC009S0123W0196,S0120,M,S0123,M
BAC009S0204W0314_BAC009S0124W0463,S0204,F,S0124,F
BAC009S0250W0273_BAC009S0052W0448,S0250,M,S0052,M
BAC009S0082W0237_BAC009S0140W0163,S0082,M,S0140,F
BAC009S0105W0322_BAC009S0600W0335,S0105,M,S0600,M
BAC009S0715W0293_BAC009S0658W0258,S0715,M,S0658,F
BAC009S0114W0228_BAC009S0149W0481,S0114,M,S0149,F
BAC009S0038W0172_BAC009S0041W0159,S0038,M,S0041,M
BAC009S0079W0182_BAC009S0010W0436,S0079,M,S0010,M
BAC009S0172W0144_BAC009S0146W0421,S0172,F,S0146,F
BAC009S0111W0141_BAC009S0422W0126,S0111,M,S0422,M
BAC009S0116W0211_BAC009S0139W0466,S0116,M,S0139,F
BAC009S0067W0224_BAC009S0664W0149,S0067,M,S0664,F
BAC009S0250W0395_BAC009S0194W0178,S0250,M,S0194,F
BAC009S0174W0121_BAC009S0193W0484,S0174,F,S0193,F
BAC009S0223W0364_BAC009S0156W0364,S0223,F,S0156,F
BAC009S0713W0362_BAC009S0119W0458,S0713,M,S0119,M
BAC009S0198W0252_BAC009S0145W0346,S0198,F,S0145,F
BAC009S0344W0389_BAC009S0053W0260,S0344,F,S0053,M
BAC009S0707W0477_BAC009S0059W0163,S0707,M,S0059,M
BAC009S0355W0289_BAC009S0026W0288,S0355,F,S0026,M
BAC009S0019W0297_BAC009S0215W0172,S0019,M,S0215,F
BAC009S0026W0139_BAC009S0235W0267,S0026,M,S0235,F
BAC009S0704W0416_BAC009S0185W0320,S0704,M,S0185,F
BAC009S0722W0135_BAC009S0599W0284,S0722,M,S0599,M
BAC009S0087W0262_BAC009S0074W0359,S0087,M,S0074,M
BAC009S0036W0363_BAC009S0214W0449,S0036,M,S0214,F
BAC009S0349W0423_BAC009S0051W0305,S0349,F,S0051,M
BAC009S0342W0180_BAC009S0102W0403,S0342,F,S0102,M
BAC009S0039W0383_BAC009S0079W0259,S0039,M,S0079,M
BAC009S0721W0274_BAC009S0122W0488,S0721,M,S0122,M
BAC009S0067W0441_BAC009S0056W0296,S0067,M,S0056,M
BAC009S0721W0311_BAC009S0009W0191,S0721,M,S0009,M
BAC009S0705W0169_BAC009S0092W0193,S0705,M,S0092,M
BAC009S0126W0175_BAC009S0206W0152,S0126,F,S0206,F
BAC009S0510W0475_BAC009S0600W0293,S0510,F,S0600,M
BAC009S0120W0344_BAC009S0063W0335,S0120,M,S0063,M
BAC009S0185W0485_BAC009S0712W0136,S0185,F,S0712,M
BAC009S0131W0184_BAC009S0347W0206,S0131,F,S0347,F
BAC009S0342W0402_BAC009S0237W0377,S0342,F,S0237,F
BAC009S0025W0377_BAC009S0191W0189,S0025,M,S0191,F
BAC009S0155W0379_BAC009S0165W0446,S0155,F,S0165,F
BAC009S0243W0446_BAC009S0108W0391,S0243,F,S0108,M
BAC009S0360W0184_BAC009S0016W0413,S0360,F,S0016,M
BAC009S0357W0130_BAC009S0010W0184,S0357,F,S0010,M
BAC009S0345W0243_BAC009S0247W0482,S0345,F,S0247,M
BAC009S0244W0289_BAC009S0715W0493,S0244,F,S0715,M
BAC009S0077W0462_BAC009S0058W0460,S0077,M,S0058,M
BAC009S0150W0494_BAC009S0129W0374,S0150,F,S0129,F
BAC009S0661W0466_BAC009S0059W0398,S0661,F,S0059,M
BAC009S0139W0179_BAC009S0059W0399,S0139,F,S0059,M
BAC009S0521W0176_BAC009S0014W0191,S0521,F,S0014,M
BAC009S0154W0400_BAC009S0103W0467,S0154,F,S0103,M
BAC009S0180W0207_BAC009S0173W0373,S0180,F,S0173,F
BAC009S0090W0192_BAC009S0250W0296,S0090,M,S0250,M
BAC009S0100W0208_BAC009S0094W0260,S0100,M,S0094,M
BAC009S0052W0416_BAC009S0346W0232,S0052,M,S0346,F
BAC009S0237W0267_BAC009S0168W0212,S0237,F,S0168,F
BAC009S0513W0471_BAC009S0036W0217,S0513,F,S0036,M
BAC009S0060W0266_BAC009S0166W0202,S0060,M,S0166,F
BAC009S0154W0490_BAC009S0421W0351,S0154,F,S0421,M
BAC009S0171W0245_BAC009S0719W0139,S0171,F,S0719,M
BAC009S0142W0382_BAC009S0350W0480,S0142,F,S0350,F
BAC009S0194W0343_BAC009S0126W0330,S0194,F,S0126,F
BAC009S0252W0480_BAC009S0018W0400,S0252,M,S0018,M
BAC009S0136W0392_BAC009S0718W0404,S0136,F,S0718,M
BAC009S0047W0175_BAC009S0190W0301,S0047,M,S0190,F
BAC009S0208W0337_BAC009S0203W0461,S0208,F,S0203,F
BAC009S0597W0385_BAC009S0116W0388,S0597,M,S0116,M
BAC009S0088W0198_BAC009S0126W0310,S0088,M,S0126,F
BAC009S0701W0484_BAC009S0188W0383,S0701,M,S0188,F
BAC009S0033W0144_BAC009S0351W0159,S0033,M,S0351,F
BAC009S0229W0300_BAC009S0509W0227,S0229,F,S0509,F
BAC009S0164W0376_BAC009S0074W0125,S0164,F,S0074,M
BAC009S0343W0195_BAC009S0701W0352,S0343,F,S0701,M
BAC009S0149W0143_BAC009S0170W0222,S0149,F,S0170,F
BAC009S0119W0149_BAC009S0025W0273,S0119,M,S0025,M
BAC009S0709W0369_BAC009S0012W0197,S0709,M,S0012,M
BAC009S0094W0147_BAC009S0224W0317,S0094,M,S0224,F
BAC009S0156W0311_BAC009S0033W0438,S0156,F,S0033,M
BAC009S0251W0209_BAC009S0348W0330,S0251,M,S0348,F
BAC009S0226W0361_BAC009S0067W0411,S0226,F,S0067,M
BAC009S0702W0199_BAC009S0228W0485,S0702,M,S0228,F
BAC009S0247W0352_BAC009S0354W0437,S0247,M,S0354,F
BAC009S0154W0235_BAC009S0335W0150,S0154,F,S0335,F
BAC009S0066W0343_BAC009S0160W0242,S0066,M,S0160,F
BAC009S0114W0357_BAC009S0358W0294,S0114,M,S0358,F
BAC009S0516W0436_BAC009S0197W0378,S0516,F,S0197,F
BAC009S0350W0266_BAC009S0225W0209,S0350,F,S0225,F
BAC009S0207W0424_BAC009S0017W0486,S0207,F,S0017,M
BAC009S0178W0410_BAC009S0200W0281,S0178,F,S0200,F
BAC009S0703W0475_BAC009S0110W0206,S0703,M,S0110,M
BAC009S0068W0463_BAC009S0220W0272,S0068,M,S0220,F
BAC009S0224W0296_BAC009S0193W0482,S0224,F,S0193,F
BAC009S0024W0324_BAC009S0179W0331,S0024,M,S0179,F
BAC009S0126W0388_BAC009S0123W0466,S0126,F,S0123,M
BAC009S0010W0219_BAC009S0066W0472,S0010,M,S0066,M
BAC009S0359W0158_BAC009S0236W0295,S0359,F,S0236,F
BAC009S0203W0245_BAC009S0102W0128,S0203,F,S0102,M
BAC009S0153W0205_BAC009S0215W0326,S0153,F,S0215,F
BAC009S0088W0204_BAC009S0656W0312,S0088,M,S0656,F
BAC009S0116W0324_BAC009S0115W0275,S0116,M,S0115,M
BAC009S0703W0317_BAC009S0702W0444,S0703,M,S0702,M
BAC009S0177W0264_BAC009S0110W0376,S0177,F,S0110,M
BAC009S0118W0145_BAC009S0082W0227,S0118,M,S0082,M
BAC009S0110W0489_BAC009S0349W0493,S0110,M,S0349,F
BAC009S0227W0361_BAC009S0213W0128,S0227,F,S0213,F
BAC009S0138W0478_BAC009S0215W0411,S0138,F,S0215,F
BAC009S0122W0296_BAC009S0701W0242,S0122,M,S0701,M
BAC009S0022W0423_BAC009S0203W0174,S0022,M,S0203,F
BAC009S0660W0491_BAC009S0015W0488,S0660,F,S0015,M
BAC009S0334W0390_BAC009S0132W0351,S0334,F,S0132,F
BAC009S0033W0421_BAC009S0162W0485,S0033,M,S0162,F
BAC009S0213W0358_BAC009S0116W0173,S0213,F,S0116,M
BAC009S0010W0346_BAC009S0247W0325,S0010,M,S0247,M
BAC009S0206W0285_BAC009S0132W0122,S0206,F,S0132,F
BAC009S0179W0269_BAC009S0048W0210,S0179,F,S0048,M
BAC009S0659W0470_BAC009S0157W0314,S0659,F,S0157,F
BAC009S0423W0340_BAC009S0719W0249,S0423,M,S0719,M
BAC009S0119W0127_BAC009S0054W0313,S0119,M,S0054,M
BAC009S0078W0152_BAC009S0115W0205,S0078,M,S0115,M
BAC009S0035W0248_BAC009S0210W0429,S0035,M,S0210,F
BAC009S0075W0337_BAC009S0148W0432,S0075,M,S0148,F
BAC009S0660W0294_BAC009S0028W0462,S0660,F,S0028,M
BAC009S0023W0397_BAC009S0509W0370,S0023,M,S0509,F
BAC009S0343W0301_BAC009S0198W0437,S0343,F,S0198,F
BAC009S0251W0166_BAC009S0023W0483,S0251,M,S0023,M
BAC009S0187W0264_BAC009S0038W0464,S0187,F,S0038,M
BAC009S0232W0384_BAC009S0510W0162,S0232,F,S0510,F
BAC009S0173W0343_BAC009S0081W0143,S0173,F,S0081,M
BAC009S0715W0406_BAC009S0193W0333,S0715,M,S0193,F
BAC009S0082W0168_BAC009S0510W0149,S0082,M,S0510,F
BAC009S0129W0165_BAC009S0346W0190,S0129,F,S0346,F
BAC009S0003W0454_BAC009S0185W0213,S0003,M,S0185,F
BAC009S0336W0278_BAC009S0101W0163,S0336,F,S0101,M
BAC009S0142W0468_BAC009S0099W0370,S0142,F,S0099,M
BAC009S0244W0488_BAC009S0197W0210,S0244,F,S0197,F
BAC009S0250W0170_BAC009S0055W0213,S0250,M,S0055,M
BAC009S0143W0303_BAC009S0140W0489,S0143,F,S0140,F
BAC009S0663W0330_BAC009S0144W0439,S0663,F,S0144,F
BAC009S0151W0130_BAC009S0349W0312,S0151,F,S0349,F
BAC009S0153W0197_BAC009S0334W0148,S0153,F,S0334,F
BAC009S0132W0187_BAC009S0355W0195,S0132,F,S0355,F
BAC009S0208W0148_BAC009S0363W0234,S0208,F,S0363,F
BAC009S0247W0368_BAC009S0138W0162,S0247,M,S0138,F
BAC009S0013W0318_BAC009S0718W0449,S0013,M,S0718,M
BAC009S0169W0459_BAC009S0707W0368,S0169,F,S0707,M
BAC009S0076W0341_BAC009S0655W0467,S0076,M,S0655,F
BAC009S0199W0214_BAC009S0088W0398,S0199,F,S0088,M
BAC009S0045W0311_BAC009S0198W0326,S0045,M,S0198,F
BAC009S0104W0242_BAC009S0513W0308,S0104,M,S0513,F
BAC009S0659W0216_BAC009S0512W0462,S0659,F,S0512,F
BAC009S0360W0438_BAC009S0052W0344,S0360,F,S0052,M
BAC009S0353W0139_BAC009S0094W0399,S0353,F,S0094,M
BAC009S0233W0325_BAC009S0244W0227,S0233,F,S0244,F
BAC009S0235W0320_BAC009S0029W0140,S0235,F,S0029,M
BAC009S0655W0474_BAC009S0174W0340,S0655,F,S0174,F
BAC009S0120W0288_BAC009S0721W0324,S0120,M,S0721,M
BAC009S0205W0413_BAC009S0360W0448,S0205,F,S0360,F
BAC009S0170W0399_BAC009S0223W0401,S0170,F,S0223,F
BAC009S0516W0304_BAC009S0171W0359,S0516,F,S0171,F
BAC009S0047W0292_BAC009S0129W0348,S0047,M,S0129,F
BAC009S0707W0152_BAC009S0664W0221,S0707,M,S0664,F
BAC009S0596W0411_BAC009S0183W0194,S0596,M,S0183,F
BAC009S0015W0462_BAC009S0518W0463,S0015,M,S0518,F
BAC009S0334W0280_BAC009S0142W0239,S0334,F,S0142,F
BAC009S0197W0173_BAC009S0151W0491,S0197,F,S0151,F
BAC009S0004W0333_BAC009S0173W0282,S0004,M,S0173,F
BAC009S0050W0360_BAC009S0144W0396,S0050,M,S0144,F
BAC009S0212W0342_BAC009S0155W0416,S0212,F,S0155,F
BAC009S0038W0429_BAC009S0090W0488,S0038,M,S0090,M
BAC009S0069W0450_BAC009S0130W0461,S0069,M,S0130,F
BAC009S0344W0238_BAC009S0174W0419,S0344,F,S0174,F
BAC009S0198W0483_BAC009S0027W0480,S0198,F,S0027,M
BAC009S0363W0407_BAC009S0020W0341,S0363,F,S0020,M
BAC009S0054W0224_BAC009S0204W0324,S0054,M,S0204,F
BAC009S0717W0332_BAC009S0196W0389,S0717,M,S0196,F
BAC009S0713W0250_BAC009S0020W0192,S0713,M,S0020,M
BAC009S0150W0336_BAC009S0093W0375,S0150,F,S0093,M
BAC009S0345W0146_BAC009S0232W0309,S0345,F,S0232,F
BAC009S0129W0488_BAC009S0155W0184,S0129,F,S0155,F
BAC009S0081W0365_BAC009S0117W0277,S0081,M,S0117,M
BAC009S0141W0238_BAC009S0225W0373,S0141,F,S0225,F
BAC009S0345W0338_BAC009S0124W0457,S0345,F,S0124,F
BAC009S0243W0179_BAC009S0058W0495,S0243,F,S0058,M
BAC009S0361W0276_BAC009S0146W0453,S0361,F,S0146,F
BAC009S0078W0304_BAC009S0225W0285,S0078,M,S0225,F
BAC009S0133W0370_BAC009S0597W0148,S0133,F,S0597,M
BAC009S0165W0326_BAC009S0245W0136,S0165,F,S0245,F
BAC009S0164W0362_BAC009S0094W0471,S0164,F,S0094,M
BAC009S0345W0206_BAC009S0247W0446,S0345,F,S0247,M
BAC009S0139W0217_BAC009S0227W0129,S0139,F,S0227,F
BAC009S0119W0383_BAC009S0110W0317,S0119,M,S0110,M
BAC009S0163W0455_BAC009S0130W0420,S0163,F,S0130,F
BAC009S0120W0155_BAC009S0187W0136,S0120,M,S0187,F
BAC009S0081W0219_BAC009S0090W0318,S0081,M,S0090,M
BAC009S0252W0339_BAC009S0094W0301,S0252,M,S0094,M
BAC009S0238W0321_BAC009S0184W0425,S0238,F,S0184,F
BAC009S0138W0452_BAC009S0711W0132,S0138,F,S0711,M
BAC009S0187W0254_BAC009S0081W0346,S0187,F,S0081,M
BAC009S0186W0313_BAC009S0223W0434,S0186,F,S0223,F
BAC009S0110W0325_BAC009S0665W0217,S0110,M,S0665,F
BAC009S0125W0387_BAC009S0656W0489,S0125,F,S0656,F
BAC009S0120W0348_BAC009S0191W0272,S0120,M,S0191,F
BAC009S0515W0121_BAC009S0059W0230,S0515,F,S0059,M
BAC009S0335W0463_BAC009S0109W0485,S0335,F,S0109,M
BAC009S0115W0387_BAC009S0204W0373,S0115,M,S0204,F
BAC009S0362W0363_BAC009S0054W0344,S0362,F,S0054,M
BAC009S0006W0437_BAC009S0142W0128,S0006,M,S0142,F
BAC009S0075W0158_BAC009S0661W0276,S0075,M,S0661,F
BAC009S0055W0339_BAC009S0065W0213,S0055,M,S0065,M
BAC009S0193W0339_BAC009S0061W0465,S0193,F,S0061,M
BAC009S0348W0430_BAC009S0039W0171,S0348,F,S0039,M
BAC009S0165W0236_BAC009S0710W0216,S0165,F,S0710,M
BAC009S0098W0376_BAC009S0103W0288,S0098,M,S0103,M
BAC009S0343W0396_BAC009S0139W0213,S0343,F,S0139,F
BAC009S0170W0409_BAC009S0348W0388,S0170,F,S0348,F
BAC009S0078W0159_BAC009S0176W0332,S0078,M,S0176,F
BAC009S0714W0222_BAC009S0098W0134,S0714,M,S0098,M
BAC009S0656W0215_BAC009S0166W0233,S0656,F,S0166,F
BAC009S0176W0292_BAC009S0162W0368,S0176,F,S0162,F
BAC009S0358W0474_BAC009S0120W0307,S0358,F,S0120,M
BAC009S0109W0398_BAC009S0120W0491,S0109,M,S0120,M
BAC009S0129W0335_BAC009S0341W0361,S0129,F,S0341,F
BAC009S0157W0201_BAC009S0033W0381,S0157,F,S0033,M
BAC009S0116W0373_BAC009S0104W0317,S0116,M,S0104,M
BAC009S0074W0149_BAC009S0232W0331,S0074,M,S0232,F
BAC009S0720W0150_BAC009S0153W0296,S0720,M,S0153,F
BAC009S0076W0427_BAC009S0111W0126,S0076,M,S0111,M
BAC009S0029W0318_BAC009S0183W0330,S0029,M,S0183,F
BAC009S0210W0495_BAC009S0066W0396,S0210,F,S0066,M
BAC009S0096W0419_BAC009S0012W0391,S0096,M,S0012,M
BAC009S0139W0409_BAC009S0065W0170,S0139,F,S0065,M
BAC009S0003W0378_BAC009S0230W0493,S0003,M,S0230,F
BAC009S0009W0495_BAC009S0078W0353,S0009,M,S0078,M
BAC009S0015W0234_BAC009S0070W0451,S0015,M,S0070,M
BAC009S0718W0317_BAC009S0035W0482,S0718,M,S0035,M
BAC009S0134W0270_BAC009S0225W0265,S0134,F,S0225,F
BAC009S0353W0299_BAC009S0238W0345,S0353,F,S0238,F
BAC009S0045W0244_BAC009S0114W0226,S0045,M,S0114,M
BAC009S0032W0284_BAC009S0136W0355,S0032,M,S0136,F
BAC009S0238W0377_BAC009S0097W0191,S0238,F,S0097,M
BAC009S0520W0146_BAC009S0187W0470,S0520,F,S0187,F
BAC009S0048W0211_BAC009S0665W0323,S0048,M,S0665,F
BAC009S0109W0427_BAC009S0151W0199,S0109,M,S0151,F
BAC009S0060W0164_BAC009S0097W0476,S0060,M,S0097,M
BAC009S0181W0342_BAC009S0182W0354,S0181,F,S0182,F
