mixture_ID,speaker_1_ID,speaker_1_sex,speaker_2_ID,speaker_2_sex,speaker_3_ID,speaker_3_sex
BAC009S0066W0328_BAC009S0015W0231_BAC009S0210W0445,S0066,M,S0015,M,S0210,F
BAC009S0423W0388_BAC009S0662W0431_BAC009S0186W0281,S0423,M,S0662,F,S0186,F
BAC009S0184W0258_BAC009S0064W0479_BAC009S0164W0476,S0184,F,S0064,M,S0164,F
BAC009S0023W0467_BAC009S0597W0490_BAC009S0360W0201,S0023,M,S0597,M,S0360,F
BAC009S0235W0272_BAC009S0075W0281_BAC009S0192W0296,S0235,F,S0075,M,S0192,F
BAC009S0162W0478_BAC009S0118W0181_BAC009S0656W0263,S0162,F,S0118,M,S0656,F
BAC009S0061W0157_BAC009S0054W0214_BAC009S0059W0169,S0061,M,S0054,M,S0059,M
BAC009S0656W0170_BAC009S0702W0226_BAC009S0193W0364,S0656,F,S0702,M,S0193,F
BAC009S0083W0407_BAC009S0144W0346_BAC009S0362W0179,S0083,M,S0144,F,S0362,F
BAC009S0362W0466_BAC009S0523W0494_BAC009S0232W0254,S0362,F,S0523,F,S0232,F
BAC009S0240W0486_BAC009S0362W0426_BAC009S0710W0403,S0240,F,S0362,F,S0710,M
BAC009S0206W0481_BAC009S0054W0191_BAC009S0522W0237,S0206,F,S0054,M,S0522,F
BAC009S0166W0454_BAC009S0169W0133_BAC009S0708W0402,S0166,F,S0169,F,S0708,M
BAC009S0350W0187_BAC009S0199W0467_BAC009S0229W0400,S0350,F,S0199,F,S0229,F
BAC009S0237W0176_BAC009S0177W0141_BAC009S0190W0382,S0237,F,S0177,F,S0190,F
BAC009S0165W0473_BAC009S0713W0456_BAC009S0236W0183,S0165,F,S0713,M,S0236,F
BAC009S0133W0377_BAC009S0598W0344_BAC009S0155W0369,S0133,F,S0598,M,S0155,F
BAC009S0362W0200_BAC009S0085W0429_BAC009S0178W0206,S0362,F,S0085,M,S0178,F
BAC009S0151W0324_BAC009S0131W0474_BAC009S0105W0439,S0151,F,S0131,F,S0105,M
BAC009S0057W0480_BAC009S0051W0128_BAC009S0174W0210,S0057,M,S0051,M,S0174,F
BAC009S0235W0492_BAC009S0362W0302_BAC009S0661W0454,S0235,F,S0362,F,S0661,F
BAC009S0018W0483_BAC009S0081W0394_BAC009S0339W0224,S0018,M,S0081,M,S0339,F
BAC009S0216W0284_BAC009S0703W0348_BAC009S0007W0382,S0216,F,S0703,M,S0007,M
BAC009S0145W0352_BAC009S0121W0297_BAC009S0077W0155,S0145,F,S0121,M,S0077,M
BAC009S0702W0403_BAC009S0666W0485_BAC009S0140W0329,S0702,M,S0666,F,S0140,F
BAC009S0343W0183_BAC009S0141W0332_BAC009S0249W0462,S0343,F,S0141,F,S0249,M
BAC009S0072W0289_BAC009S0151W0152_BAC009S0083W0152,S0072,M,S0151,F,S0083,M
BAC009S0031W0225_BAC009S0172W0165_BAC009S0236W0408,S0031,M,S0172,F,S0236,F
BAC009S0014W0205_BAC009S0337W0202_BAC009S0127W0265,S0014,M,S0337,F,S0127,F
BAC009S0153W0317_BAC009S0035W0480_BAC009S0243W0188,S0153,F,S0035,M,S0243,F
BAC009S0170W0255_BAC009S0239W0470_BAC009S0182W0167,S0170,F,S0239,F,S0182,F
BAC009S0601W0228_BAC009S0066W0450_BAC009S0113W0127,S0601,M,S0066,M,S0113,M
BAC009S0029W0479_BAC009S0343W0360_BAC009S0202W0261,S0029,M,S0343,F,S0202,F
BAC009S0114W0224_BAC009S0238W0125_BAC009S0199W0453,S0114,M,S0238,F,S0199,F
BAC009S0138W0440_BAC009S0238W0132_BAC009S0213W0223,S0138,F,S0238,F,S0213,F
BAC009S0109W0136_BAC009S0124W0140_BAC009S0363W0345,S0109,M,S0124,F,S0363,F
BAC009S0714W0280_BAC009S0035W0302_BAC009S0036W0436,S0714,M,S0035,M,S0036,M
BAC009S0709W0490_BAC009S0239W0416_BAC009S0236W0181,S0709,M,S0239,F,S0236,F
BAC009S0147W0224_BAC009S0230W0315_BAC009S0139W0380,S0147,F,S0230,F,S0139,F
BAC009S0178W0312_BAC009S0422W0246_BAC009S0191W0202,S0178,F,S0422,M,S0191,F
BAC009S0148W0149_BAC009S0348W0252_BAC009S0509W0161,S0148,F,S0348,F,S0509,F
BAC009S0142W0245_BAC009S0044W0403_BAC009S0185W0276,S0142,F,S0044,M,S0185,F
BAC009S0244W0412_BAC009S0006W0490_BAC009S0020W0191,S0244,F,S0006,M,S0020,M
BAC009S0159W0424_BAC009S0251W0352_BAC009S0217W0454,S0159,F,S0251,M,S0217,F
BAC009S0702W0484_BAC009S0078W0456_BAC009S0119W0366,S0702,M,S0078,M,S0119,M
BAC009S0241W0187_BAC009S0132W0491_BAC009S0106W0469,S0241,F,S0132,F,S0106,M
BAC009S0662W0445_BAC009S0041W0121_BAC009S0223W0410,S0662,F,S0041,M,S0223,F
BAC009S0233W0403_BAC009S0343W0211_BAC009S0356W0338,S0233,F,S0343,F,S0356,F
BAC009S0148W0387_BAC009S0162W0369_BAC009S0116W0244,S0148,F,S0162,F,S0116,M
BAC009S0094W0194_BAC009S0144W0383_BAC009S0713W0317,S0094,M,S0144,F,S0713,M
BAC009S0182W0272_BAC009S0137W0442_BAC009S0599W0214,S0182,F,S0137,F,S0599,M
BAC009S0072W0365_BAC009S0210W0355_BAC009S0116W0479,S0072,M,S0210,F,S0116,M
BAC009S0521W0445_BAC009S0033W0292_BAC009S0089W0275,S0521,F,S0033,M,S0089,M
BAC009S0091W0218_BAC009S0345W0305_BAC009S0122W0310,S0091,M,S0345,F,S0122,M
BAC009S0068W0222_BAC009S0153W0465_BAC009S0234W0229,S0068,M,S0153,F,S0234,F
BAC009S0229W0286_BAC009S0054W0123_BAC009S0247W0219,S0229,F,S0054,M,S0247,M
BAC009S0076W0432_BAC009S0004W0446_BAC009S0070W0174,S0076,M,S0004,M,S0070,M
BAC009S0015W0480_BAC009S0518W0494_BAC009S0596W0244,S0015,M,S0518,F,S0596,M
BAC009S0124W0326_BAC009S0107W0178_BAC009S0704W0143,S0124,F,S0107,M,S0704,M
BAC009S0011W0441_BAC009S0511W0472_BAC009S0523W0346,S0011,M,S0511,F,S0523,F
BAC009S0021W0353_BAC009S0067W0400_BAC009S0122W0350,S0021,M,S0067,M,S0122,M
BAC009S0712W0380_BAC009S0072W0362_BAC009S0014W0330,S0712,M,S0072,M,S0014,M
BAC009S0206W0231_BAC009S0703W0245_BAC009S0140W0160,S0206,F,S0703,M,S0140,F
BAC009S0008W0161_BAC009S0093W0272_BAC009S0097W0452,S0008,M,S0093,M,S0097,M
BAC009S0073W0395_BAC009S0058W0482_BAC009S0089W0145,S0073,M,S0058,M,S0089,M
BAC009S0069W0379_BAC009S0250W0430_BAC009S0224W0288,S0069,M,S0250,M,S0224,F
BAC009S0222W0401_BAC009S0030W0173_BAC009S0249W0379,S0222,F,S0030,M,S0249,M
BAC009S0032W0248_BAC009S0127W0161_BAC009S0354W0152,S0032,M,S0127,F,S0354,F
BAC009S0072W0389_BAC009S0713W0411_BAC009S0036W0261,S0072,M,S0713,M,S0036,M
BAC009S0156W0442_BAC009S0058W0140_BAC009S0659W0134,S0156,F,S0058,M,S0659,F
BAC009S0719W0201_BAC009S0025W0354_BAC009S0111W0457,S0719,M,S0025,M,S0111,M
BAC009S0053W0333_BAC009S0006W0449_BAC009S0089W0137,S0053,M,S0006,M,S0089,M
BAC009S0243W0176_BAC009S0018W0251_BAC009S0108W0123,S0243,F,S0018,M,S0108,M
BAC009S0347W0237_BAC009S0210W0435_BAC009S0348W0261,S0347,F,S0210,F,S0348,F
BAC009S0107W0312_BAC009S0721W0369_BAC009S0239W0220,S0107,M,S0721,M,S0239,F
BAC009S0164W0128_BAC009S0131W0208_BAC009S0032W0198,S0164,F,S0131,F,S0032,M
BAC009S0088W0411_BAC009S0141W0151_BAC009S0154W0357,S0088,M,S0141,F,S0154,F
BAC009S0338W0167_BAC009S0009W0430_BAC009S0137W0417,S0338,F,S0009,M,S0137,F
BAC009S0156W0374_BAC009S0344W0478_BAC009S0352W0224,S0156,F,S0344,F,S0352,F
BAC009S0025W0145_BAC009S0179W0249_BAC009S0076W0289,S0025,M,S0179,F,S0076,M
BAC009S0012W0123_BAC009S0181W0357_BAC009S0198W0430,S0012,M,S0181,F,S0198,F
BAC009S0714W0413_BAC009S0072W0251_BAC009S0066W0296,S0714,M,S0072,M,S0066,M
BAC009S0025W0200_BAC009S0351W0156_BAC009S0172W0182,S0025,M,S0351,F,S0172,F
BAC009S0656W0441_BAC009S0596W0438_BAC009S0146W0480,S0656,F,S0596,M,S0146,F
BAC009S0034W0261_BAC009S0016W0123_BAC009S0208W0260,S0034,M,S0016,M,S0208,F
BAC009S0007W0174_BAC009S0722W0205_BAC009S0089W0376,S0007,M,S0722,M,S0089,M
BAC009S0153W0386_BAC009S0106W0443_BAC009S0238W0193,S0153,F,S0106,M,S0238,F
BAC009S0121W0273_BAC009S0160W0209_BAC009S0101W0158,S0121,M,S0160,F,S0101,M
BAC009S0248W0481_BAC009S0128W0402_BAC009S0346W0143,S0248,M,S0128,F,S0346,F
BAC009S0663W0135_BAC009S0017W0165_BAC009S0660W0334,S0663,F,S0017,M,S0660,F
BAC009S0195W0161_BAC009S0352W0320_BAC009S0511W0167,S0195,F,S0352,F,S0511,F
BAC009S0158W0444_BAC009S0142W0338_BAC009S0181W0174,S0158,F,S0142,F,S0181,F
BAC009S0510W0297_BAC009S0174W0374_BAC009S0126W0138,S0510,F,S0174,F,S0126,F
BAC009S0146W0345_BAC009S0662W0250_BAC009S0132W0430,S0146,F,S0662,F,S0132,F
BAC009S0716W0182_BAC009S0705W0217_BAC009S0080W0213,S0716,M,S0705,M,S0080,M
BAC009S0202W0448_BAC009S0177W0344_BAC009S0076W0465,S0202,F,S0177,F,S0076,M
BAC009S0140W0379_BAC009S0655W0224_BAC009S0012W0383,S0140,F,S0655,F,S0012,M
BAC009S0522W0406_BAC009S0720W0492_BAC009S0521W0369,S0522,F,S0720,M,S0521,F
BAC009S0107W0439_BAC009S0350W0183_BAC009S0240W0313,S0107,M,S0350,F,S0240,F
BAC009S0116W0240_BAC009S0117W0374_BAC009S0153W0478,S0116,M,S0117,M,S0153,F
BAC009S0715W0419_BAC009S0249W0254_BAC009S0194W0201,S0715,M,S0249,M,S0194,F
BAC009S0170W0245_BAC009S0090W0422_BAC009S0018W0182,S0170,F,S0090,M,S0018,M
BAC009S0184W0355_BAC009S0148W0156_BAC009S0132W0461,S0184,F,S0148,F,S0132,F
BAC009S0085W0368_BAC009S0146W0424_BAC009S0086W0229,S0085,M,S0146,F,S0086,M
BAC009S0165W0212_BAC009S0027W0435_BAC009S0170W0257,S0165,F,S0027,M,S0170,F
BAC009S0150W0135_BAC009S0356W0271_BAC009S0045W0330,S0150,F,S0356,F,S0045,M
BAC009S0666W0358_BAC009S0213W0493_BAC009S0355W0490,S0666,F,S0213,F,S0355,F
BAC009S0705W0473_BAC009S0359W0313_BAC009S0228W0251,S0705,M,S0359,F,S0228,F
BAC009S0358W0278_BAC009S0230W0414_BAC009S0169W0311,S0358,F,S0230,F,S0169,F
BAC009S0349W0466_BAC009S0007W0374_BAC009S0057W0152,S0349,F,S0007,M,S0057,M
BAC009S0240W0309_BAC009S0081W0439_BAC009S0117W0399,S0240,F,S0081,M,S0117,M
BAC009S0037W0306_BAC009S0349W0215_BAC009S0656W0319,S0037,M,S0349,F,S0656,F
BAC009S0174W0437_BAC009S0010W0357_BAC009S0241W0444,S0174,F,S0010,M,S0241,F
BAC009S0132W0394_BAC009S0064W0324_BAC009S0354W0255,S0132,F,S0064,M,S0354,F
BAC009S0087W0360_BAC009S0229W0494_BAC009S0151W0171,S0087,M,S0229,F,S0151,F
BAC009S0061W0332_BAC009S0142W0196_BAC009S0706W0142,S0061,M,S0142,F,S0706,M
BAC009S0183W0137_BAC009S0359W0472_BAC009S0173W0155,S0183,F,S0359,F,S0173,F
BAC009S0040W0262_BAC009S0100W0308_BAC009S0597W0123,S0040,M,S0100,M,S0597,M
BAC009S0091W0417_BAC009S0113W0303_BAC009S0345W0227,S0091,M,S0113,M,S0345,F
BAC009S0116W0211_BAC009S0361W0273_BAC009S0077W0157,S0116,M,S0361,F,S0077,M
BAC009S0160W0437_BAC009S0121W0410_BAC009S0059W0145,S0160,F,S0121,M,S0059,M
BAC009S0042W0474_BAC009S0223W0382_BAC009S0146W0246,S0042,M,S0223,F,S0146,F
BAC009S0350W0134_BAC009S0034W0378_BAC009S0006W0376,S0350,F,S0034,M,S0006,M
BAC009S0163W0255_BAC009S0115W0334_BAC009S0165W0334,S0163,F,S0115,M,S0165,F
BAC009S0353W0489_BAC009S0011W0224_BAC009S0143W0330,S0353,F,S0011,M,S0143,F
BAC009S0046W0124_BAC009S0091W0340_BAC009S0145W0366,S0046,M,S0091,M,S0145,F
BAC009S0663W0437_BAC009S0034W0365_BAC009S0040W0438,S0663,F,S0034,M,S0040,M
BAC009S0090W0494_BAC009S0187W0427_BAC009S0066W0438,S0090,M,S0187,F,S0066,M
BAC009S0178W0369_BAC009S0158W0411_BAC009S0003W0185,S0178,F,S0158,F,S0003,M
BAC009S0077W0379_BAC009S0024W0380_BAC009S0113W0419,S0077,M,S0024,M,S0113,M
BAC009S0003W0407_BAC009S0252W0454_BAC009S0720W0154,S0003,M,S0252,M,S0720,M
BAC009S0007W0154_BAC009S0149W0125_BAC009S0719W0488,S0007,M,S0149,F,S0719,M
BAC009S0181W0236_BAC009S0660W0391_BAC009S0047W0477,S0181,F,S0660,F,S0047,M
BAC009S0003W0376_BAC009S0116W0438_BAC009S0194W0320,S0003,M,S0116,M,S0194,F
BAC009S0351W0386_BAC009S0060W0367_BAC009S0717W0125,S0351,F,S0060,M,S0717,M
BAC009S0056W0184_BAC009S0208W0154_BAC009S0598W0375,S0056,M,S0208,F,S0598,M
BAC009S0031W0179_BAC009S0222W0355_BAC009S0096W0332,S0031,M,S0222,F,S0096,M
BAC009S0656W0483_BAC009S0073W0202_BAC009S0130W0134,S0656,F,S0073,M,S0130,F
BAC009S0218W0411_BAC009S0159W0488_BAC009S0104W0292,S0218,F,S0159,F,S0104,M
BAC009S0032W0168_BAC009S0089W0411_BAC009S0716W0304,S0032,M,S0089,M,S0716,M
BAC009S0065W0219_BAC009S0127W0122_BAC009S0019W0339,S0065,M,S0127,F,S0019,M
BAC009S0347W0440_BAC009S0337W0147_BAC009S0015W0329,S0347,F,S0337,F,S0015,M
BAC009S0228W0344_BAC009S0213W0291_BAC009S0190W0171,S0228,F,S0213,F,S0190,F
BAC009S0246W0349_BAC009S0147W0341_BAC009S0354W0135,S0246,M,S0147,F,S0354,F
BAC009S0660W0163_BAC009S0344W0156_BAC009S0117W0415,S0660,F,S0344,F,S0117,M
BAC009S0148W0325_BAC009S0422W0412_BAC009S0089W0181,S0148,F,S0422,M,S0089,M
BAC009S0013W0180_BAC009S0030W0406_BAC009S0190W0480,S0013,M,S0030,M,S0190,F
BAC009S0020W0185_BAC009S0720W0256_BAC009S0145W0481,S0020,M,S0720,M,S0145,F
BAC009S0349W0334_BAC009S0185W0377_BAC009S0655W0490,S0349,F,S0185,F,S0655,F
BAC009S0723W0452_BAC009S0022W0136_BAC009S0240W0169,S0723,M,S0022,M,S0240,F
BAC009S0233W0161_BAC009S0085W0175_BAC009S0122W0187,S0233,F,S0085,M,S0122,M
BAC009S0058W0279_BAC009S0149W0396_BAC009S0363W0414,S0058,M,S0149,F,S0363,F
BAC009S0032W0220_BAC009S0009W0212_BAC009S0721W0224,S0032,M,S0009,M,S0721,M
BAC009S0103W0207_BAC009S0040W0331_BAC009S0064W0155,S0103,M,S0040,M,S0064,M
BAC009S0222W0423_BAC009S0655W0256_BAC009S0156W0150,S0222,F,S0655,F,S0156,F
BAC009S0151W0235_BAC009S0078W0189_BAC009S0338W0492,S0151,F,S0078,M,S0338,F
BAC009S0099W0196_BAC009S0204W0154_BAC009S0251W0262,S0099,M,S0204,F,S0251,M
BAC009S0013W0490_BAC009S0056W0192_BAC009S0162W0353,S0013,M,S0056,M,S0162,F
BAC009S0224W0134_BAC009S0218W0211_BAC009S0665W0466,S0224,F,S0218,F,S0665,F
BAC009S0010W0450_BAC009S0336W0159_BAC009S0103W0179,S0010,M,S0336,F,S0103,M
BAC009S0185W0301_BAC009S0188W0187_BAC009S0180W0438,S0185,F,S0188,F,S0180,F
BAC009S0661W0126_BAC009S0094W0201_BAC009S0722W0142,S0661,F,S0094,M,S0722,M
BAC009S0713W0185_BAC009S0181W0414_BAC009S0351W0375,S0713,M,S0181,F,S0351,F
BAC009S0190W0161_BAC009S0151W0399_BAC009S0131W0355,S0190,F,S0151,F,S0131,F
BAC009S0518W0291_BAC009S0094W0353_BAC009S0044W0272,S0518,F,S0094,M,S0044,M
BAC009S0222W0431_BAC009S0077W0311_BAC009S0080W0132,S0222,F,S0077,M,S0080,M
BAC009S0106W0245_BAC009S0347W0324_BAC009S0715W0150,S0106,M,S0347,F,S0715,M
BAC009S0714W0420_BAC009S0513W0133_BAC009S0146W0402,S0714,M,S0513,F,S0146,F
BAC009S0709W0486_BAC009S0245W0317_BAC009S0011W0391,S0709,M,S0245,F,S0011,M
BAC009S0057W0331_BAC009S0225W0448_BAC009S0028W0424,S0057,M,S0225,F,S0028,M
BAC009S0216W0198_BAC009S0075W0286_BAC009S0019W0267,S0216,F,S0075,M,S0019,M
BAC009S0112W0284_BAC009S0128W0158_BAC009S0716W0336,S0112,M,S0128,F,S0716,M
BAC009S0189W0225_BAC009S0346W0300_BAC009S0138W0466,S0189,F,S0346,F,S0138,F
BAC009S0714W0252_BAC009S0228W0325_BAC009S0201W0319,S0714,M,S0228,F,S0201,F
BAC009S0090W0174_BAC009S0064W0467_BAC009S0352W0420,S0090,M,S0064,M,S0352,F
BAC009S0066W0218_BAC009S0065W0372_BAC009S0359W0347,S0066,M,S0065,M,S0359,F
BAC009S0200W0337_BAC009S0249W0180_BAC009S0071W0267,S0200,F,S0249,M,S0071,M
BAC009S0517W0431_BAC009S0148W0313_BAC009S0521W0285,S0517,F,S0148,F,S0521,F
BAC009S0510W0194_BAC009S0183W0232_BAC009S0239W0251,S0510,F,S0183,F,S0239,F
BAC009S0189W0162_BAC009S0121W0167_BAC009S0083W0346,S0189,F,S0121,M,S0083,M
BAC009S0055W0284_BAC009S0090W0250_BAC009S0209W0214,S0055,M,S0090,M,S0209,F
BAC009S0056W0415_BAC009S0176W0396_BAC009S0710W0460,S0056,M,S0176,F,S0710,M
BAC009S0234W0250_BAC009S0720W0161_BAC009S0009W0163,S0234,F,S0720,M,S0009,M
BAC009S0176W0141_BAC009S0034W0309_BAC009S0710W0144,S0176,F,S0034,M,S0710,M
BAC009S0166W0324_BAC009S0025W0304_BAC009S0227W0135,S0166,F,S0025,M,S0227,F
BAC009S0015W0386_BAC009S0518W0254_BAC009S0183W0422,S0015,M,S0518,F,S0183,F
BAC009S0065W0296_BAC009S0078W0153_BAC009S0513W0205,S0065,M,S0078,M,S0513,F
BAC009S0134W0483_BAC009S0158W0386_BAC009S0706W0183,S0134,F,S0158,F,S0706,M
BAC009S0167W0494_BAC009S0662W0372_BAC009S0707W0183,S0167,F,S0662,F,S0707,M
BAC009S0097W0335_BAC009S0518W0243_BAC009S0596W0475,S0097,M,S0518,F,S0596,M
BAC009S0335W0370_BAC009S0248W0157_BAC009S0187W0226,S0335,F,S0248,M,S0187,F
BAC009S0359W0444_BAC009S0024W0452_BAC009S0180W0370,S0359,F,S0024,M,S0180,F
BAC009S0217W0354_BAC009S0662W0468_BAC009S0172W0302,S0217,F,S0662,F,S0172,F
BAC009S0214W0156_BAC009S0165W0462_BAC009S0358W0404,S0214,F,S0165,F,S0358,F
BAC009S0217W0285_BAC009S0060W0495_BAC009S0232W0363,S0217,F,S0060,M,S0232,F
BAC009S0032W0362_BAC009S0722W0122_BAC009S0129W0173,S0032,M,S0722,M,S0129,F
BAC009S0710W0196_BAC009S0003W0435_BAC009S0133W0251,S0710,M,S0003,M,S0133,F
BAC009S0166W0121_BAC009S0169W0467_BAC009S0422W0474,S0166,F,S0169,F,S0422,M
BAC009S0061W0324_BAC009S0089W0227_BAC009S0723W0181,S0061,M,S0089,M,S0723,M
BAC009S0521W0287_BAC009S0060W0412_BAC009S0338W0274,S0521,F,S0060,M,S0338,F
BAC009S0181W0200_BAC009S0206W0212_BAC009S0060W0167,S0181,F,S0206,F,S0060,M
BAC009S0015W0132_BAC009S0063W0376_BAC009S0120W0435,S0015,M,S0063,M,S0120,M
BAC009S0124W0173_BAC009S0662W0164_BAC009S0062W0366,S0124,F,S0662,F,S0062,M
BAC009S0036W0272_BAC009S0160W0285_BAC009S0230W0190,S0036,M,S0160,F,S0230,F
BAC009S0066W0222_BAC009S0004W0126_BAC009S0019W0312,S0066,M,S0004,M,S0019,M
BAC009S0087W0242_BAC009S0006W0191_BAC009S0512W0250,S0087,M,S0006,M,S0512,F
BAC009S0143W0324_BAC009S0229W0405_BAC009S0059W0173,S0143,F,S0229,F,S0059,M
BAC009S0191W0320_BAC009S0199W0492_BAC009S0522W0470,S0191,F,S0199,F,S0522,F
BAC009S0350W0191_BAC009S0195W0268_BAC009S0120W0232,S0350,F,S0195,F,S0120,M
BAC009S0074W0402_BAC009S0600W0192_BAC009S0337W0283,S0074,M,S0600,M,S0337,F
BAC009S0038W0478_BAC009S0222W0291_BAC009S0009W0199,S0038,M,S0222,F,S0009,M
BAC009S0103W0185_BAC009S0052W0308_BAC009S0151W0280,S0103,M,S0052,M,S0151,F
BAC009S0180W0219_BAC009S0202W0333_BAC009S0062W0377,S0180,F,S0202,F,S0062,M
BAC009S0079W0372_BAC009S0516W0459_BAC009S0707W0364,S0079,M,S0516,F,S0707,M
BAC009S0064W0434_BAC009S0017W0391_BAC009S0007W0474,S0064,M,S0017,M,S0007,M
BAC009S0171W0470_BAC009S0150W0364_BAC009S0189W0388,S0171,F,S0150,F,S0189,F
BAC009S0188W0454_BAC009S0089W0237_BAC009S0202W0239,S0188,F,S0089,M,S0202,F
BAC009S0005W0450_BAC009S0708W0481_BAC009S0048W0470,S0005,M,S0708,M,S0048,M
BAC009S0520W0275_BAC009S0007W0189_BAC009S0183W0219,S0520,F,S0007,M,S0183,F
BAC009S0035W0215_BAC009S0180W0359_BAC009S0111W0410,S0035,M,S0180,F,S0111,M
BAC009S0722W0251_BAC009S0130W0399_BAC009S0116W0331,S0722,M,S0130,F,S0116,M
BAC009S0121W0471_BAC009S0351W0431_BAC009S0360W0348,S0121,M,S0351,F,S0360,F
BAC009S0227W0341_BAC009S0722W0457_BAC009S0153W0154,S0227,F,S0722,M,S0153,F
BAC009S0014W0261_BAC009S0030W0338_BAC009S0043W0161,S0014,M,S0030,M,S0043,M
BAC009S0083W0198_BAC009S0023W0437_BAC009S0092W0363,S0083,M,S0023,M,S0092,M
BAC009S0084W0137_BAC009S0081W0267_BAC009S0156W0365,S0084,M,S0081,M,S0156,F
BAC009S0666W0471_BAC009S0222W0480_BAC009S0048W0327,S0666,F,S0222,F,S0048,M
BAC009S0009W0145_BAC009S0010W0354_BAC009S0081W0145,S0009,M,S0010,M,S0081,M
BAC009S0056W0351_BAC009S0216W0432_BAC009S0156W0463,S0056,M,S0216,F,S0156,F
BAC009S0197W0258_BAC009S0723W0208_BAC009S0123W0494,S0197,F,S0723,M,S0123,M
BAC009S0095W0373_BAC009S0658W0181_BAC009S0656W0304,S0095,M,S0658,F,S0656,F
BAC009S0077W0181_BAC009S0361W0478_BAC009S0124W0152,S0077,M,S0361,F,S0124,F
BAC009S0188W0121_BAC009S0129W0466_BAC009S0703W0286,S0188,F,S0129,F,S0703,M
BAC009S0216W0383_BAC009S0707W0490_BAC009S0128W0295,S0216,F,S0707,M,S0128,F
BAC009S0046W0380_BAC009S0246W0282_BAC009S0236W0386,S0046,M,S0246,M,S0236,F
BAC009S0665W0167_BAC009S0344W0370_BAC009S0131W0311,S0665,F,S0344,F,S0131,F
BAC009S0111W0425_BAC009S0083W0187_BAC009S0359W0450,S0111,M,S0083,M,S0359,F
BAC009S0206W0177_BAC009S0184W0237_BAC009S0358W0308,S0206,F,S0184,F,S0358,F
BAC009S0336W0337_BAC009S0173W0166_BAC009S0015W0184,S0336,F,S0173,F,S0015,M
BAC009S0662W0199_BAC009S0134W0274_BAC009S0220W0258,S0662,F,S0134,F,S0220,F
BAC009S0514W0313_BAC009S0029W0276_BAC009S0112W0245,S0514,F,S0029,M,S0112,M
BAC009S0357W0461_BAC009S0337W0178_BAC009S0091W0178,S0357,F,S0337,F,S0091,M
BAC009S0517W0473_BAC009S0722W0372_BAC009S0221W0467,S0517,F,S0722,M,S0221,F
BAC009S0713W0286_BAC009S0213W0296_BAC009S0125W0494,S0713,M,S0213,F,S0125,F
BAC009S0229W0418_BAC009S0110W0270_BAC009S0600W0334,S0229,F,S0110,M,S0600,M
BAC009S0200W0303_BAC009S0658W0445_BAC009S0211W0192,S0200,F,S0658,F,S0211,F
BAC009S0174W0325_BAC009S0664W0269_BAC009S0116W0494,S0174,F,S0664,F,S0116,M
BAC009S0219W0248_BAC009S0217W0164_BAC009S0211W0449,S0219,F,S0217,F,S0211,F
BAC009S0600W0294_BAC009S0022W0372_BAC009S0242W0447,S0600,M,S0022,M,S0242,F
BAC009S0355W0333_BAC009S0722W0349_BAC009S0352W0391,S0355,F,S0722,M,S0352,F
BAC009S0243W0459_BAC009S0117W0378_BAC009S0120W0262,S0243,F,S0117,M,S0120,M
BAC009S0055W0260_BAC009S0194W0223_BAC009S0160W0240,S0055,M,S0194,F,S0160,F
BAC009S0108W0341_BAC009S0422W0366_BAC009S0209W0123,S0108,M,S0422,M,S0209,F
BAC009S0715W0486_BAC009S0723W0368_BAC009S0072W0194,S0715,M,S0723,M,S0072,M
BAC009S0142W0448_BAC009S0666W0386_BAC009S0229W0130,S0142,F,S0666,F,S0229,F
BAC009S0701W0227_BAC009S0043W0256_BAC009S0666W0327,S0701,M,S0043,M,S0666,F
BAC009S0133W0379_BAC009S0129W0251_BAC009S0658W0266,S0133,F,S0129,F,S0658,F
BAC009S0711W0241_BAC009S0718W0147_BAC009S0202W0208,S0711,M,S0718,M,S0202,F
BAC009S0187W0201_BAC009S0133W0426_BAC009S0140W0144,S0187,F,S0133,F,S0140,F
BAC009S0086W0379_BAC009S0127W0289_BAC009S0078W0255,S0086,M,S0127,F,S0078,M
BAC009S0209W0158_BAC009S0087W0132_BAC009S0044W0251,S0209,F,S0087,M,S0044,M
BAC009S0073W0251_BAC009S0196W0228_BAC009S0718W0250,S0073,M,S0196,F,S0718,M
BAC009S0596W0420_BAC009S0042W0360_BAC009S0196W0320,S0596,M,S0042,M,S0196,F
BAC009S0235W0384_BAC009S0043W0136_BAC009S0213W0186,S0235,F,S0043,M,S0213,F
BAC009S0003W0432_BAC009S0244W0135_BAC009S0138W0477,S0003,M,S0244,F,S0138,F
BAC009S0238W0304_BAC009S0657W0291_BAC009S0049W0334,S0238,F,S0657,F,S0049,M
BAC009S0014W0124_BAC009S0119W0336_BAC009S0114W0388,S0014,M,S0119,M,S0114,M
BAC009S0515W0402_BAC009S0026W0490_BAC009S0225W0191,S0515,F,S0026,M,S0225,F
BAC009S0701W0411_BAC009S0363W0307_BAC009S0207W0308,S0701,M,S0363,F,S0207,F
BAC009S0089W0462_BAC009S0598W0300_BAC009S0159W0133,S0089,M,S0598,M,S0159,F
BAC009S0656W0380_BAC009S0145W0153_BAC009S0662W0266,S0656,F,S0145,F,S0662,F
BAC009S0717W0273_BAC009S0216W0485_BAC009S0120W0361,S0717,M,S0216,F,S0120,M
BAC009S0169W0303_BAC009S0250W0287_BAC009S0214W0207,S0169,F,S0250,M,S0214,F
